"","x"
"12445","D730040F13Rik"
"12446","D730045B01Rik"
"12447","D730048I06Rik"
"12448","D7Ertd443e"
"12449","D830013O20Rik"
"12450","D830044D21Rik"
"12451","D830050J10Rik"
"12452","D8Ertd738e"
"12453","D8Ertd82e"
"12454","D930014E17Rik"
"12455","D930015E06Rik"
"12456","D930020B18Rik"
"12457","D930020E02Rik"
"12458","D930028M14Rik"
"12459","D930030D11Rik"
"12460","D930048N14Rik"
"12461","D9Ertd402e"
"12462","Daam1"
"12463","Daam2"
"12464","Dab1"
"12465","Dab1|AL669938.1"
"12466","Dab2"
"12467","Dab2|D630005B22Rik"
"12468","Dab2ip"
"12469","Dach1"
"12470","Dach2"
"12471","Dact1"
"12472","Dact2"
"12473","Dact3"
"12474","Dad1"
"12475","Daf2"
"12476","Dag1"
"12477","Dagla"
"12478","Daglb"
"12479","Daglb|Rac1"
"12480","Dak"
"12481","Dalrd3"
"12482","Dalrd3|Wdr6"
"12483","Dand5"
"12484","Dand5|Gadd45gip1"
"12485","Dao"
"12486","Dap"
"12487","Dap3"
"12488","Dapk1"
"12489","Dapk2"
"12490","Dapl1"
"12491","Dapp1"
"12492","Darc"
"12493","Dars"
"12494","Dars2"
"12495","Daxx"
"12496","Dazap1"
"12497","Dazap2"
"12498","Dazl"
"12499","Dbc1"
"12500","Dbf4"
"12501","Dbh"
"12502","Dbi"
"12503","Dbil5"
"12504","Dbn1"
"12505","Dbndd1"
"12506","Dbndd2"
"12507","Dbnl"
"12508","Dbp"
"12509","Dbpht2"
"12510","Dbp|Sphk2"
"12511","Dbr1"
"12512","Dbt"
"12513","Dbx1"
"12514","Dbx2"
"12515","Dcaf10"
"12516","Dcaf11"
"12517","Dcaf12"
"12518","Dcaf12l1"
"12519","Dcaf12l2"
"12520","Dcaf13"
"12521","Dcaf15"
"12522","Dcaf17"
"12523","Dcaf4"
"12524","Dcaf5"
"12525","Dcaf6"
"12526","Dcaf7"
"12527","Dcaf8"
"12528","Dcakd"
"12529","Dcakd|AL731670.2"
"12530","Dcakd|Nmt1"
"12531","Dcbld1"
"12532","Dcbld2"
"12533","Dcbld2|St3gal6"
"12534","Dcc"
"12535","Dcdc2a"
"12536","Dcdc5"
"12537","Dchs1"
"12538","Dci"
"12539","Dck"
"12540","Dclk1"
"12541","Dclk1|AC104099.2"
"12542","Dclk2"
"12543","Dclk3"
"12544","Dclre1a"
"12545","Dclre1b"
"12546","Dclre1c"
"12547","Dclre1c|Suv39h2"
"12548","Dcn"
"12549","Dcp1a"
"12550","Dcp1b"
"12551","Dcp2"
"12552","Dcpp1"
"12553","Dcpp1|Dcpp2"
"12554","Dcpp2"
"12555","Dcpp3"
"12556","Dcps"
"12557","Dcst1"
"12558","Dct"
"12559","Dctd"
"12560","Dctn1"
"12561","Dctn2"
"12562","Dctn4"
"12563","Dctn5"
"12564","Dctn6"
"12565","Dctpp1"
"12566","Dcun1d1"
"12567","Dcun1d2"
"12568","Dcun1d3"
"12569","Dcun1d4"
"12570","Dcun1d5"
"12571","Dcx"
"12572","Dda1"
"12573","Ddah1"
"12574","Ddah2"
"12575","Ddb1"
"12576","Ddb2"
"12577","Ddc"
"12578","Ddhd1"
"12579","Ddhd2"
"12580","Ddi2"
"12581","Ddi2|Rsc1a1"
"12582","Ddit3"
"12583","Ddit4"
"12584","Ddit4l"
"12585","Ddn"
"12586","Ddo"
"12587","Ddost"
"12588","Ddr1"
"12589","Ddr2"
"12590","Ddrgk1"
"12591","Ddt"
"12592","Ddx1"
"12593","Ddx10"
"12594","Ddx11"
"12595","Ddx17"
"12596","Ddx18"
"12597","Ddx19a"
"12598","Ddx19a|Ddx19b"
"12599","Ddx19b"
"12600","Ddx20"
"12601","Ddx23"
"12602","Ddx24"
"12603","Ddx25"
"12604","Ddx26b"
"12605","Ddx27"
"12606","Ddx31"
"12607","Ddx39"
"12608","Ddx3x"
"12609","Ddx4"
"12610","Ddx41"
"12611","Ddx42"
"12612","Ddx43"
"12613","Ddx46"
"12614","Ddx47"
"12615","Ddx49"
"12616","Ddx5"
"12617","Ddx50"
"12618","Ddx51"
"12619","Ddx52"
"12620","Ddx54"
"12621","Ddx55"
"12622","Ddx56"
"12623","Ddx58"
"12624","Ddx59"
"12625","Ddx6"
"12626","Ddx60"
"12627","Deaf1"
"12628","Deb1"
"12629","Decr1"
"12630","Decr2"
"12631","Dedd"
"12632","Dedd2"
"12633","Dedd|Nit1"
"12634","Def6"
"12635","Def8"
"12636","Defa16"
"12637","Defa17"
"12638","Defa20"
"12639","Defa21"
"12640","Defa22"
"12641","Defa23"
"12642","Defa24"
"12643","Defa25"
"12644","Defa26"
"12645","Defa3"
"12646","Defa5"
"12647","Defa-rs1"
"12648","Defa-rs7"
"12649","Defb1"
"12650","Defb10"
"12651","Defb11"
"12652","Defb12"
"12653","Defb13"
"12654","Defb14"
"12655","Defb15"
"12656","Defb18"
"12657","Defb19"
"12658","Defb2"
"12659","Defb20"
"12660","Defb21"
"12661","Defb22"
"12662","Defb23"
"12663","Defb25"
"12664","Defb26"
"12665","Defb28"
"12666","Defb29"
"12667","Defb3"
"12668","Defb30"
"12669","Defb34"
"12670","Defb35"
"12671","Defb36"
"12672","Defb37"
"12673","Defb38"
"12674","Defb39"
"12675","Defb4"
"12676","Defb40"
"12677","Defb41"
"12678","Defb42"
"12679","Defb43"
"12680","Defb44"
"12681","Defb45"
"12682","Defb46"
"12683","Defb47"
"12684","Defb48"
"12685","Defb5"
"12686","Defb50"
"12687","Defb6"
"12688","Defb7"
"12689","Defb8"
"12690","Defb9"
"12691","Degs1"
"12692","Degs2"
"12693","Dek"
"12694","Dem1"
"12695","Dennd1a"
"12696","Dennd1b"
"12697","Dennd1c"
"12698","Dennd2a"
"12699","Dennd2c"
"12700","Dennd2d"
"12701","Dennd2d|Cept1"
"12702","Dennd3"
"12703","Dennd4a"
"12704","Dennd4b"
"12705","Dennd4c"
"12706","Dennd5a"
"12707","Dennd5b"
"12708","Denr"
"12709","Depdc1a"
"12710","Depdc1b"
"12711","Depdc5"
"12712","Depdc6"
"12713","Depdc7"
"12714","Dera"
"12715","Derl1"
"12716","Derl2"
"12717","Derl3"
"12718","Des"
"12719","Det1"
"12720","Dexi"
"12721","Dffa"
"12722","Dffb"
"12723","Dfna5"
"12724","Dfnb59"
"12725","Dgat1"
"12726","Dgat2"
"12727","Dgat2l6"
"12728","Dgcr2"
"12729","Dgcr6"
"12730","Dgcr8"
"12731","Dgka"
"12732","Dgkb"
"12733","Dgkd"
"12734","Dgke"
"12735","Dgke|A930013B10Rik"
"12736","Dgkg"
"12737","Dgkh"
"12738","Dgki"
"12739","Dgki|1700111E14Rik"
"12740","Dgkk"
"12741","Dgkq"
"12742","Dgkq|Idua"
"12743","Dgkz"
"12744","Dguok"
"12745","Dhcr24"
"12746","Dhcr7"
"12747","Dhdds"
"12748","Dhdh"
"12749","Dhdh|Tulp2"
"12750","Dhdpsl"
"12751","Dhfr"
"12752","Dhh"
"12753","Dhodh"
"12754","Dhps"
"12755","Dhrs1"
"12756","Dhrs11"
"12757","Dhrs2"
"12758","Dhrs3"
"12759","Dhrs4"
"12760","Dhrs7"
"12761","Dhrs7b"
"12762","Dhrs7c"
"12763","Dhrs9"
"12764","Dhtkd1"
"12765","Dhx15"
"12766","Dhx16"
"12767","Dhx29"
"12768","Dhx30"
"12769","Dhx32"
"12770","Dhx32|Fank1"
"12771","Dhx33"
"12772","Dhx34"
"12773","Dhx35"
"12774","Dhx36"
"12775","Dhx37"
"12776","Dhx38"
"12777","Dhx40"
"12778","Dhx57"
"12779","Dhx57|Morn2"
"12780","Dhx58"
"12781","Dhx8"
"12782","Dhx9"
"12783","Diablo"
"12784","Diablo|B3gnt4"
"12785","Diap1"
"12786","Diap2"
"12787","Diap3"
"12788","Dicer1"
"12789","Dido1"
"12790","Dimt1"
"12791","Dio1"
"12792","Dio2"
"12793","Dio3"
"12794","Dip2a"
"12795","Dip2b"
"12796","Dip2c"
"12797","Diras1"
"12798","Diras2"
"12799","Dirc2"
"12800","Dis3"
"12801","Dis3l"
"12802","Dis3l2"
"12803","Disc1"
"12804","Disp2"
"12805","Dixdc1"
"12806","Dkc1"
"12807","Dkk1"
"12808","Dkk2"
"12809","Dkk3"
"12810","Dkk4"
"12811","Dkkl1"
"12812","Dlat"
"12813","Dlc1"
"12814","Dld"
"12815","Dlec1"
"12816","Dleu7"
"12817","Dlg1"
"12818","Dlg2"
"12819","Dlg3"
"12820","Dlg4"
"12821","Dlg5"
"12822","Dlgap1"
"12823","Dlgap2"
"12824","Dlgap2|AC134848.1"
"12825","Dlgap3"
"12826","Dlgap4"
"12827","Dlgap5"
"12828","Dlk1"
"12829","Dlk2"
"12830","Dll1"
"12831","Dll3"
"12832","Dll4"
"12833","Dlx1"
"12834","Dlx2"
"12835","Dlx3"
"12836","Dlx4"
"12837","Dlx5"
"12838","Dlx6"
"12839","Dmap1"
"12840","Dmbt1"
"12841","Dmbx1"
"12842","Dmc1"
"12843","Dmd"
"12844","Dmd|Tsga8"
"12845","Dmgdh"
"12846","Dmkn"
"12847","Dmp1"
"12848","Dmpk"
"12849","Dmrt1"
"12850","Dmrt2"
"12851","Dmrt3"
"12852","Dmrta1"
"12853","Dmrta2"
"12854","Dmrtb1"
"12855","Dmrtc1a"
"12856","Dmrtc1b"
"12857","Dmrtc1c1"
"12858","Dmrtc1c2"
"12859","Dmrtc2"
"12860","Dmtf1"
"12861","Dmwd"
"12862","Dmxl1"
"12863","Dmxl2"
"12864","Dna2"
"12865","Dnahc1"
"12866","Dnahc10"
"12867","Dnahc11"
"12868","Dnahc12"
"12869","Dnahc14"
"12870","Dnahc17"
"12871","Dnahc17|AL591204.2"
"12872","Dnahc2"
"12873","Dnahc3"
"12874","Dnahc5"
"12875","Dnahc6"
"12876","Dnahc7a"
"12877","Dnahc7b"
"12878","Dnahc8"
"12879","Dnahc8|AC165951.2"
"12880","Dnahc9"
"12881","Dnaic1"
"12882","Dnaic2"
"12883","Dnaja1"
"12884","Dnaja2"
"12885","Dnaja3"
"12886","Dnaja4"
"12887","Dnaja4|Wdr61"
"12888","Dnajb1"
"12889","Dnajb11"
"12890","Dnajb12"
"12891","Dnajb13"
"12892","Dnajb14"
"12893","Dnajb2"
"12894","Dnajb4"
"12895","Dnajb5"
"12896","Dnajb6"
"12897","Dnajb8"
"12898","Dnajb9"
"12899","Dnajc1"
"12900","Dnajc10"
"12901","Dnajc11"
"12902","Dnajc12"
"12903","Dnajc13"
"12904","Dnajc14"
"12905","Dnajc14|Ormdl2"
"12906","Dnajc15"
"12907","Dnajc16"
"12908","Dnajc17"
"12909","Dnajc17|RP23-15I21.8"
"12910","Dnajc17|Zfyve19"
"12911","Dnajc18"
"12912","Dnajc19"
"12913","Dnajc2"
"12914","Dnajc21"
"12915","Dnajc22"
"12916","Dnajc24"
"12917","Dnajc24|BX649381.1"
"12918","Dnajc25"
"12919","Dnajc27"
"12920","Dnajc28"
"12921","Dnajc3"
"12922","Dnajc4"
"12923","Dnajc5"
"12924","Dnajc5b"
"12925","Dnajc5g"
"12926","Dnajc6"
"12927","Dnajc7"
"12928","Dnajc7|Nkiras2"
"12929","Dnajc8"
"12930","Dnajc9"
"12931","Dnalc1"
"12932","Dnalc4"
"12933","Dnali1"
"12934","Dnase1"
"12935","Dnase1l1"
"12936","Dnase1l2"
"12937","Dnase1l3"
"12938","Dnase2a"
"12939","Dnase2a|Mast1"
"12940","Dnase2b"
"12941","Dnd1"
"12942","Dner"
"12943","Dnlz"
"12944","Dnm1"
"12945","Dnm1|Ciz1"
"12946","Dnm1l"
"12947","Dnm2"
"12948","Dnm3"
"12949","Dnm3|Dnm3os"
"12950","Dnm3|Dnm3os|AC113015.5"
"12951","Dnmbp"
"12952","Dnmt1"
"12953","Dnmt3a"
"12954","Dnmt3a|RP23-39N20.1"
"12955","Dnmt3b"
"12956","Dnmt3l"
"12957","Dnpep"
"12958","Dntt"
"12959","Dnttip1"
"12960","Dnttip2"
"12961","Doc2a"
"12962","Doc2b"
"12963","Dock1"
"12964","Dock10"
"12965","Dock11"
"12966","Dock1|Fam196a"
"12967","Dock2"
"12968","Dock2|Fam196b"
"12969","Dock3"
"12970","Dock4"
"12971","Dock5"
"12972","Dock6"
"12973","Dock6|Gm6484"
"12974","Dock7"
"12975","Dock7|Angptl3"
"12976","Dock8"
"12977","Dock9"
"12978","Dok1"
"12979","Dok2"
"12980","Dok3"
"12981","Dok4"
"12982","Dok5"
"12983","Dok6"
"12984","Dok7"
"12985","Dolpp1"
"12986","Dom3z"
"12987","Donson"
"12988","Dopey1"
"12989","Dopey1|Pgm3"
"12990","Dopey2"
"12991","Dos"
"12992","Dos|Atp5d"
"12993","Dot1l"
"12994","Dot1l|AC166937.2"
"12995","Doxl2"
"12996","Dpagt1"
"12997","Dpcd"
"12998","Dpcr1"
"12999","Dpep1"
"13000","Dpep2"
"13001","Dpf1"
"13002","Dpf2"
"13003","Dpf3"
"13004","Dph1"
"13005","Dph2"
"13006","Dph3"
"13007","Dph5"
"13008","Dpm1"
"13009","Dpm2"
"13010","Dpm3"
"13011","Dpp10"
"13012","Dpp3"
"13013","Dpp4"
"13014","Dpp6"
"13015","Dpp6|Speer4b"
"13016","Dpp7"
"13017","Dpp8"
"13018","Dpp9"
"13019","Dppa1"
"13020","Dppa2"
"13021","Dppa3"
"13022","Dppa4"
"13023","Dppa5a"
"13024","Dpt"
"13025","Dpy19l1"
"13026","Dpy19l3"
"13027","Dpy19l4"
"13028","Dpy30"
"13029","Dpyd"
"13030","Dpys"
"13031","Dpysl2"
"13032","Dpysl3"
"13033","Dpysl4"
"13034","Dpysl5"
"13035","Dqx1"
"13036","Dr1"
"13037","Dram1"
"13038","Dram2"
"13039","Drap1"
"13040","Drd1a"
"13041","Drd2"
"13042","Drd3"
"13043","Drd4"
"13044","Drd5"
"13045","Drg1"
"13046","Drg2"
"13047","Drp2"
"13048","Dsc1"
"13049","Dsc2"
"13050","Dsc3"
"13051","Dscam"
"13052","Dscaml1"
"13053","Dscc1"
"13054","Dscr3"
"13055","Dse"
"13056","Dsel"
"13057","Dsg1a"
"13058","Dsg1b"
"13059","Dsg1c"
"13060","Dsg2"
"13061","Dsg3"
"13062","Dsg4"
"13063","Dsn1"
"13064","Dsp"
"13065","Dspp"
"13066","Dst"
"13067","Dstn"
"13068","Dstyk"
"13069","Dtd1"
"13070","Dtl"
"13071","Dtna"
"13072","Dtnb"
"13073","Dtnbp1"
"13074","Dtwd1"
"13075","Dtwd2"
"13076","Dtx1"
"13077","Dtx2"
"13078","Dtx3"
"13079","Dtx3l"
"13080","Dtx4"
"13081","Dtymk"
"13082","Dub1"
"13083","Dub1a"
"13084","Dub2a"
"13085","Dullard"
"13086","Duox1"
"13087","Duox2"
"13088","Duoxa1"
"13089","Duoxa2"
"13090","Duoxa2|Duoxa1"
"13091","Dupd1"
"13092","Dus1l"
"13093","Dus2l"
"13094","Dus3l"
"13095","Dus4l"
"13096","Dusp1"
"13097","Dusp10"
"13098","Dusp11"
"13099","Dusp12"
"13100","Dusp13"
"13101","Dusp13|Samd8"
"13102","Dusp14"
"13103","Dusp15"
"13104","Dusp16"
"13105","Dusp18"
"13106","Dusp19"
"13107","Dusp19|Nup35"
"13108","Dusp2"
"13109","Dusp21"
"13110","Dusp22"
"13111","Dusp23"
"13112","Dusp26"
"13113","Dusp27"
"13114","Dusp28"
"13115","Dusp3"
"13116","Dusp4"
"13117","Dusp5"
"13118","Dusp6"
"13119","Dusp7"
"13120","Dusp8"
"13121","Dusp9"
"13122","Dut"
"13123","Duxbl"
"13124","Dvl1"
"13125","Dvl2"
"13126","Dvl2|Acadvl"
"13127","Dvl3"
"13128","Dvwa"
"13129","Dydc1"
"13130","Dydc2"
"13131","Dym"
"13132","Dync1h1"
"13133","Dync1i1"
"13134","Dync1i2"
"13135","Dync1li1"
"13136","Dync1li2"
"13137","Dync2h1"
"13138","Dync2li1"
"13139","Dynll1"
"13140","Dynll2"
"13141","Dynlrb1"
"13142","Dynlrb1|Pigu"
"13143","Dynlrb2"
"13144","Dynlt1f"
"13145","Dynlt1-ps1"
"13146","Dynlt3"
"13147","Dyrk1a"
"13148","Dyrk1b"
"13149","Dyrk2"
"13150","Dyrk2|4932442E05Rik"
"13151","Dyrk3"
"13152","Dyrk4"
"13153","Dysf"
"13154","Dytn"
"13155","Dzip1"
"13156","Dzip1l"
"13157","Dzip3"
"13158","E030002O03Rik"
"13159","E030010A14Rik"
"13160","E030019B06Rik"
"13161","E030025P04Rik"
"13162","E030030I06Rik"
"13163","E030037K03Rik"
"13164","E130012A19Rik"
"13165","E130018O15Rik"
"13166","E130112L23Rik"
"13167","E130114P18Rik"
"13168","E130114P18Rik|Nfia"
"13169","E130116L18Rik"
"13170","E130120F12Rik"
"13171","E130201H02Rik"
"13172","E130203B14Rik"
"13173","E130303B06Rik"
"13174","E130304I02Rik"
"13175","E130306D19Rik"
"13176","E130308A19Rik"
"13177","E130309D02Rik"
"13178","E130309D14Rik"
"13179","E130309F12Rik"
"13180","E130311K13Rik"
"13181","E230001N04Rik"
"13182","E230008N13Rik"
"13183","E230015B07Rik"
"13184","E230016K23Rik"
"13185","E230016K23Rik|Ccl6"
"13186","E230019M04Rik"
"13187","E230025N22Rik"
"13188","E230028L10Rik"
"13189","E2f1"
"13190","E2f2"
"13191","E2f3"
"13192","E2f5"
"13193","E2f6"
"13194","E2f7"
"13195","E2f8"
"13196","E330009J07Rik"
"13197","E330013P04Rik"
"13198","E330016A19Rik"
"13199","E330017A01Rik"
"13200","E330021D16Rik"
"13201","E330034G19Rik"
"13202","E430025E21Rik"
"13203","E430029J22Rik"
"13204","E4f1"
"13205","E530001K10Rik"
"13206","Eaf1"
"13207","Eaf2"
"13208","Eaf2|Iqcb1"
"13209","Eapa2"
"13210","Eapp"
"13211","Ear1"
"13212","Ear10"
"13213","Ear11"
"13214","Ear2"
"13215","Ear4"
"13216","Ear5"
"13217","Ear6"
"13218","Ears2"
"13219","Ebag9"
"13220","Ebf1"
"13221","Ebf2"
"13222","Ebf2|Gm6878"
"13223","Ebf3"
"13224","Ebf3|AC135639.1"
"13225","Ebf4"
"13226","Ebi3"
"13227","Ebna1bp2"
"13228","Ebp"
"13229","Ebpl"
"13230","Ecd"
"13231","Ece1"
"13232","Ece2"
"13233","Ece2|Camk2n2"
"13234","Ecel1"
"13235","Ech1"
"13236","Echdc1"
"13237","Echdc2"
"13238","Echdc3"
"13239","Echs1"
"13240","Ecm1"
"13241","Ecsit"
"13242","Ect2"
"13243","Eda"
"13244","Eda2r"
"13245","Edar"
"13246","Edaradd"
"13247","Edc3"
"13248","Eddm3b"
"13249","Edem1"
"13250","Edem2"
"13251","Edem3"
"13252","Edf1"
"13253","Edil3"
"13254","Edn1"
"13255","Edn2"
"13256","Edn3"
"13257","Ednra"
"13258","Ednrb"
"13259","Eea1"
"13260","Eed"
"13261","Eef1a1"
"13262","Eef1a2"
"13263","Eef1b2"
"13264","Eef1d"
"13265","Eef1e1"
"13266","Eef1g"
"13267","Eef2"
"13268","Eef2k"
"13269","Eef2k|AC122248.5"
"13270","Eefsec"
"13271","Eepd1"
"13272","Efcab1"
"13273","Efcab10"
"13274","Efcab2"
"13275","Efcab3"
"13276","Efcab4a"
"13277","Efcab4b"
"13278","Efcab5"
"13279","Efcab6"
"13280","Efcab8"
"13281","Efcab9"
"13282","Efemp1"
"13283","Efemp2"
"13284","Efha1"
"13285","Efha2"
"13286","Efhb"
"13287","Efhc1"
"13288","Efhc2"
"13289","Efhd1"
"13290","Efhd2"
"13291","Efna1"
"13292","Efna2"
"13293","Efna3"
"13294","Efna4"
"13295","Efna5"
"13296","Efnb1"
"13297","Efnb2"
"13298","Efnb3"
"13299","Efr3a"
"13300","Efr3b"
"13301","Efs"
"13302","Eftud1"
"13303","Eftud2"
"13304","EG623015"
"13305","EG624866"
"13306","EG625530"
"13307","EG626058"
"13308","EG667646"
"13309","EG668725"
"13310","Egf"
"13311","Egfl6"
"13312","Egfl7"
"13313","Egfl8"
"13314","Egflam"
"13315","Egfr"
"13316","Egln1"
"13317","Egln2"
"13318","Egln3"
"13319","Egr1"
"13320","Egr2"
"13321","Egr3"
"13322","Ehbp1"
"13323","Ehbp1l1"
"13324","Ehd1"
"13325","Ehd2"
"13326","Ehd3"
"13327","Ehd4"
"13328","Ehf"
"13329","Ehhadh"
"13330","Ehmt1"
"13331","Ehmt2"
"13332","Ei24"
"13333","Eid2"
"13334","Eif1"
"13335","Eif1a"
"13336","Eif1ad"
"13337","Eif1ay"
"13338","Eif1b"
"13339","Eif2a"
"13340","Eif2ak1"
"13341","Eif2ak1|Aimp2"
"13342","Eif2ak1|Ankrd61"
"13343","Eif2ak2"
"13344","Eif2ak3"
"13345","Eif2ak4"
"13346","Eif2b1"
"13347","Eif2b2"
"13348","Eif2b3"
"13349","Eif2b4"
"13350","Eif2b5"
"13351","Eif2c1"
"13352","Eif2c2"
"13353","Eif2c3"
"13354","Eif2c4"
"13355","Eif2s1"
"13356","Eif2s3x"
"13357","Eif3a"
"13358","Eif3b"
"13359","Eif3c"
"13360","Eif3d"
"13361","Eif3e"
"13362","Eif3f"
"13363","Eif3g"
"13364","Eif3h"
"13365","Eif3i"
"13366","Eif3j"
"13367","Eif3j|Spg11"
"13368","Eif3k"
"13369","Eif3l"
"13370","Eif4a1"
"13371","Eif4a2"
"13372","Eif4a3"
"13373","Eif4b"
"13374","Eif4e"
"13375","Eif4e1b"
"13376","Eif4e2"
"13377","Eif4e3"
"13378","Eif4ebp1"
"13379","Eif4ebp2"
"13380","Eif4enif1"
"13381","Eif4g1"
"13382","Eif4g2"
"13383","Eif4g3"
"13384","Eif4h"
"13385","Eif5"
"13386","Eif5a"
"13387","Eif5a2"
"13388","Eif5al3"
"13389","Eif5b"
"13390","Eif5b|Rev1"
"13391","Eif6"
"13392","Elac1"
"13393","Elac2"
"13394","Elane"
"13395","Elavl1"
"13396","Elavl2"
"13397","Elavl3"
"13398","Elavl4"
"13399","Elf1"
"13400","Elf2"
"13401","Elf3"
"13402","Elf4"
"13403","Elf5"
"13404","Elfn1"
"13405","Elfn2"
"13406","Elfn2|1700041B01Rik"
"13407","Elk1|Uxt"
"13408","Elk3"
"13409","Elk4"
"13410","Elk4|Mfsd4"
"13411","Ell"
"13412","Ell2"
"13413","Ell3"
"13414","Ell3|Serinc4"
"13415","Elmo1"
"13416","Elmo2"
"13417","Elmod1"
"13418","Elmod2"
"13419","Elmod3"
"13420","Eln"
"13421","Elof1"
"13422","Elovl1"
"13423","Elovl2"
"13424","Elovl3"
"13425","Elovl4"
"13426","Elovl4|Bckdhb"
"13427","Elovl5"
"13428","Elovl6"
"13429","Elovl7"
"13430","Elp2"
"13431","Elp3"
"13432","Elp4"
"13433","Eltd1"
"13434","Emb"
"13435","Emcn"
"13436","Emd"
"13437","Eme1"
"13438","Eme1|Mrpl27"
"13439","Eme2|Mapk8ip3"
"13440","Emid1"
"13441","Emid2"
"13442","Emilin1"
"13443","Emilin2"
"13444","Emilin3"
"13445","Eml1"
"13446","Eml2"
"13447","Eml3"
"13448","Eml4"
"13449","Eml5"
"13450","Eml6"
"13451","Eml6|4931440F15Rik"
"13452","Emp1"
"13453","Emp2"
"13454","Emp3"
"13455","Emr1"
"13456","Emr4"
"13457","Emx1"
"13458","Emx2"
"13459","En1"
"13460","En2"
"13461","Enah"
"13462","Enam"
"13463","Enc1"
"13464","Endod1"
"13465","Endog"
"13466","Endou"
"13467","Eng"
"13468","Engase"
"13469","Enho"
"13470","Enkur"
"13471","Eno1"
"13472","Eno2"
"13473","Eno3"
"13474","Eno4"
"13475","Enoph1"
"13476","Enox1"
"13477","Enox1|AC145303.1"
"13478","Enox1|Gm6994"
"13479","Enox2"
"13480","Enpep"
"13481","Enpp1"
"13482","Enpp2"
"13483","Enpp3"
"13484","Enpp4"
"13485","Enpp5"
"13486","Enpp6"
"13487","Enpp7"
"13488","Ensa"
"13489","Enthd1"
"13490","Entpd1"
"13491","Entpd2"
"13492","Entpd2|Npdc1"
"13493","Entpd3"
"13494","Entpd4"
"13495","Entpd5"
"13496","Entpd6"
"13497","Entpd7"
"13498","Entpd8"
"13499","Eny2"
"13500","Eomes"
"13501","Ep300"
"13502","Ep400"
"13503","Epas1"
"13504","Epb4.1"
"13505","Epb4.1l1"
"13506","Epb4.1l2"
"13507","Epb4.1l3"
"13508","Epb4.1l4a"
"13509","Epb4.1l4b"
"13510","Epb4.1l5"
"13511","Epb4.2"
"13512","Epb4.9"
"13513","Epc1"
"13514","Epc2"
"13515","Epcam"
"13516","Epdr1"
"13517","Epgn"
"13518","Epha1"
"13519","Epha10"
"13520","Epha2"
"13521","Epha3"
"13522","Epha4"
"13523","Epha5"
"13524","Epha6"
"13525","Epha7"
"13526","Epha8"
"13527","Ephb1"
"13528","Ephb1|9630041A04Rik"
"13529","Ephb2"
"13530","Ephb3"
"13531","Ephb4"
"13532","Ephx1"
"13533","Ephx2"
"13534","Ephx3"
"13535","Ephx4"
"13536","Epm2a"
"13537","Epm2aip1"
"13538","Epn1"
"13539","Epn2"
"13540","Epn3"
"13541","Epo"
"13542","Epo|Gigyf1"
"13543","Epo|Gnb2"
"13544","Epor"
"13545","Eprs"
"13546","Eps15"
"13547","Eps15l1"
"13548","Eps8"
"13549","Eps8l1"
"13550","Eps8l2"
"13551","Eps8l3"
"13552","Epsti1"
"13553","Epx"
"13554","Epyc"
"13555","Epyc|AC099715.2"
"13556","Eral1"
"13557","Erap1"
"13558","Eras"
"13559","Erbb2"
"13560","Erbb2ip"
"13561","Erbb3"
"13562","Erbb4"
"13563","Erc1"
"13564","Erc2"
"13565","Ercc1"
"13566","Ercc2"
"13567","Ercc2|Klc3"
"13568","Ercc3"
"13569","Ercc4"
"13570","Ercc5"
"13571","Ercc6"
"13572","Ercc6l"
"13573","Ercc8"
"13574","Ereg"
"13575","Erf"
"13576","Erg"
"13577","Ergic1"
"13578","Ergic2"
"13579","Ergic3"
"13580","Erh"
"13581","Eri1"
"13582","Eri2"
"13583","Eri3"
"13584","Erich1"
"13585","Erlec1"
"13586","Erlin1"
"13587","Erlin2"
"13588","Ermap"
"13589","Ermn"
"13590","Ermp1"
"13591","Ern1"
"13592","Ern2"
"13593","Ero1l"
"13594","Ero1lb"
"13595","Erp27"
"13596","Erp29"
"13597","Erp29|Tmem116"
"13598","Erp44"
"13599","Errfi1"
"13600","Erv3"
"13601","Es1"
"13602","Es22"
"13603","Es31"
"13604","Esam"
"13605","Esco1"
"13606","Esco2"
"13607","Esd"
"13608","Esf1"
"13609","Espl1"
"13610","Espn"
"13611","Espnl"
"13612","Esr1"
"13613","Esr2"
"13614","Esrp1"
"13615","Esrra"
"13616","Esrrb"
"13617","Esrrg"
"13618","Esx1"
"13619","Esyt1"
"13620","Esyt2"
"13621","Esyt3"
"13622","Etaa1"
"13623","Etd"
"13624","Etf1"
"13625","Etfa"
"13626","Etfb"
"13627","Etfdh"
"13628","Ethe1"
"13629","Etl4"
"13630","Etl4|BX571892.2"
"13631","Etnk1"
"13632","Etnk2"
"13633","Etohi1"
"13634","Ets1"
"13635","Ets2"
"13636","Etv1"
"13637","Etv2"
"13638","Etv3"
"13639","Etv4"
"13640","Etv5"
"13641","Etv6"
"13642","Evc"
"13643","Evc2"
"13644","Evi5"
"13645","Evi5|1700013N18Rik"
"13646","Evi5l"
"13647","Evl"
"13648","Evpl"
"13649","Evx1"
"13650","Evx2"
"13651","Ewsr1"
"13652","Exd1"
"13653","Exd2"
"13654","Exo1"
"13655","Exoc1"
"13656","Exoc2"
"13657","Exoc2|Hus1b"
"13658","Exoc3"
"13659","Exoc3l2"
"13660","Exoc4"
