"","x"
"1016","4932411N23Rik"
"1017","4932412H11Rik"
"1018","4932414J04Rik"
"1019","4932414N04Rik"
"1020","4932414N04Rik|4932414N04Rik"
"1021","4932415D10Rik"
"1022","4932415M13Rik"
"1023","4932418E24Rik"
"1024","4932422M17Rik"
"1025","4932425I24Rik"
"1026","4932429P05Rik"
"1027","4932431P20Rik"
"1028","4932435O22Rik"
"1029","4932438A13Rik"
"1030","4932438H23Rik"
"1031","4932441B19Rik"
"1032","4932441K18Rik"
"1033","4933400C05Rik"
"1034","4933401F05Rik"
"1035","4933402D24Rik"
"1036","4933402E13Rik"
"1037","4933402J07Rik"
"1038","4933402N03Rik"
"1039","4933402P03Rik"
"1040","4933403F05Rik"
"1041","4933403G14Rik"
"1042","4933403O03Rik"
"1043","4933404G15Rik"
"1044","4933404M02Rik"
"1045","4933406J08Rik"
"1046","4933406M09Rik"
"1047","4933406P04Rik"
"1048","4933407C03Rik"
"1049","4933407E24Rik"
"1050","4933407H18Rik"
"1051","4933407L21Rik"
"1052","4933407L21Rik|Gpr55"
"1053","4933407P14Rik"
"1054","4933408B17Rik"
"1055","4933409G03Rik"
"1056","4933411G06Rik"
"1057","4933411K20Rik"
"1058","4933412E24Rik"
"1059","4933413G19Rik"
"1060","4933413J09Rik"
"1061","4933413N12Rik"
"1062","4933414I15Rik"
"1063","4933415A04Rik"
"1064","4933415F23Rik"
"1065","4933416I08Rik"
"1066","4933421E11Rik"
"1067","4933421I07Rik"
"1068","4933422H20Rik"
"1069","4933424B01Rik"
"1070","4933424B01Rik|Fgfr1op2"
"1071","4933425L06Rik"
"1072","4933425O20Rik"
"1073","4933426I21Rik"
"1074","4933426M11Rik"
"1075","4933427D06Rik"
"1076","4933427D14Rik"
"1077","4933427E11Rik"
"1078","4933427E13Rik"
"1079","4933427G17Rik"
"1080","4933427I04Rik"
"1081","4933428M09Rik"
"1082","4933429F08Rik"
"1083","4933430H15Rik"
"1084","4933430I17Rik"
"1085","4933432B09Rik"
"1086","4933432I09Rik"
"1087","4933433C11Rik"
"1088","4933433P14Rik"
"1089","4933434E20Rik"
"1090","4933434I20Rik"
"1091","4933434M16Rik"
"1092","4933436C20Rik"
"1093","4933436I01Rik"
"1094","4933437F05Rik"
"1095","4933439F18Rik"
"1096","4933440M02Rik"
"1097","5031410I06Rik"
"1098","5031414D18Rik"
"1099","5031439G07Rik"
"1100","5033411D12Rik"
"1101","5033414D02Rik"
"1102","5033421C21Rik"
"1103","5033430I15Rik"
"1104","5133401N09Rik"
"1105","5330416C01Rik"
"1106","5330417C22Rik"
"1107","5330417C22Rik|1700013F07Rik"
"1108","5330426P16Rik"
"1109","5330437I02Rik"
"1110","5330437I02Rik|Sec11c"
"1111","5430401F13Rik"
"1112","5430402E10Rik"
"1113","5430405G05Rik"
"1114","5430407P10Rik"
"1115","5430411K18Rik"
"1116","5430413K10Rik"
"1117","5430416O09Rik"
"1118","5430419D17Rik"
"1119","5430421N21Rik"
"1120","5430425J12Rik"
"1121","5430427O19Rik"
"1122","5430435G22Rik"
"1123","5430437P03Rik"
"1124","5530400C23Rik"
"1125","5530401N12Rik"
"1126","5530401N12Rik|2310014H01Rik"
"1127","5530401N12Rik|Nrm"
"1128","5730403B10Rik"
"1129","5730403M16Rik"
"1130","5730407I07Rik"
"1131","5730409E04Rik"
"1132","5730410E15Rik"
"1133","5730419I09Rik"
"1134","5730437N04Rik"
"1135","5730446D14Rik"
"1136","5730455O13Rik"
"1137","5730455P16Rik"
"1138","5730460C07Rik"
"1139","5730469M10Rik"
"1140","5730494M16Rik"
"1141","5730494N06Rik"
"1142","5730507C01Rik"
"1143","5730508B09Rik"
"1144","5730522E02Rik"
"1145","5730528L13Rik"
"1146","5730559C18Rik"
"1147","5730577I03Rik"
"1148","5730585A16Rik"
"1149","5730590G19Rik"
"1150","5730601F06Rik"
"1151","5830403L16Rik"
"1152","5830403L16Rik|Glul"
"1153","5830403L16Rik|Gm5531"
"1154","5830403L16Rik|Teddm1"
"1155","5830404H04Rik"
"1156","5830405N20Rik"
"1157","5830411N06Rik"
"1158","5830415F09Rik"
"1159","5830416P10Rik"
"1160","5830417I10Rik"
"1161","5830418K08Rik"
"1162","5830433M19Rik"
"1163","5830453K13Rik"
"1164","5830454E08Rik"
"1165","5830472F04Rik"
"1166","5830477G23Rik"
"1167","5_8S_rRNA"
"1168","5930403N24Rik"
"1169","5930412G12Rik"
"1170","5930416I19Rik"
"1171","5930422O12Rik"
"1172","5930434B04Rik"
"1173","5S_rRNA"
"1174","6030405A18Rik"
"1175","6030408B16Rik"
"1176","6030419C18Rik"
"1177","6030422M02Rik"
"1178","6030429G01Rik"
"1179","6030445D17Rik"
"1180","6030446N20Rik"
"1181","6030452D12Rik"
"1182","6030458C11Rik"
"1183","6030468B19Rik"
"1184","6030469F06Rik"
"1185","6030498E09Rik"
"1186","6130401L20Rik"
"1187","6230409E13Rik"
"1188","6330403A02Rik"
"1189","6330403A02Rik|AC121838.1"
"1190","6330403K07Rik"
"1191","6330403L08Rik"
"1192","6330406I15Rik"
"1193","6330407J23Rik"
"1194","6330408A02Rik"
"1195","6330408A02Rik|Lig1"
"1196","6330409N04Rik"
"1197","6330416G13Rik"
"1198","6330416L07Rik"
"1199","6330439K17Rik"
"1200","6330444E15Rik"
"1201","6330503K22Rik"
"1202","6330512M04Rik"
"1203","6330512M04Rik|Ctsd"
"1204","6330527O06Rik"
"1205","6330545A04Rik"
"1206","6330549D23Rik"
"1207","6330577E15Rik"
"1208","6330578E17Rik"
"1209","6330578E17Rik|AC084390.1"
"1210","6430526N21Rik"
"1211","6430527G18Rik"
"1212","6430531B16Rik"
"1213","6430548M08Rik"
"1214","6430550D23Rik"
"1215","6430553K19Rik"
"1216","6430571L13Rik"
"1217","6430573F11Rik"
"1218","6430598A04Rik"
"1219","6430704M03Rik"
"1220","6530401D17Rik"
"1221","6530401N04Rik"
"1222","6530409C15Rik"
"1223","6530409C15Rik|Zfp800"
"1224","6530411M01Rik"
"1225","6530418L21Rik"
"1226","6720401G13Rik"
"1227","6720416L17Rik"
"1228","6720456B07Rik"
"1229","6720456H20Rik"
"1230","6720457D02Rik"
"1231","6720463M24Rik"
"1232","6720489N17Rik"
"1233","6820408C15Rik"
"1234","7420416P09Rik"
"1235","7420426K07Rik"
"1236","7SK"
"1237","8030411F24Rik"
"1238","8030423F21Rik"
"1239","8030423J24Rik"
"1240","8030462N17Rik"
"1241","8030463A06Rik"
"1242","8030474K03Rik"
"1243","8430406I07Rik"
"1244","8430410A17Rik"
"1245","8430410K20Rik"
"1246","8430419L09Rik"
"1247","8430419L09Rik|Gsg1"
"1248","8430426H19Rik"
"1249","8430427H17Rik"
"1250","8430427H17Rik|4930404H24Rik"
"1251","8430429K09Rik"
"1252","9030025P20Rik"
"1253","9030224M15Rik"
"1254","9030409G11Rik"
"1255","9030418K01Rik"
"1256","9030420J04Rik"
"1257","9030425E11Rik"
"1258","9030612E09Rik"
"1259","9030617O03Rik"
"1260","9030617O03Rik|Gpr68"
"1261","9030619P08Rik"
"1262","9030624G23Rik"
"1263","9030624J02Rik"
"1264","9030624J02Rik|2310008H09Rik"
"1265","9030625A04Rik"
"1266","9030625A04Rik|Ccdc122"
"1267","9130004J05Rik"
"1268","9130008F23Rik"
"1269","9130011E15Rik"
"1270","9130011J15Rik"
"1271","9130014G24Rik"
"1272","9130017K11Rik"
"1273","9130017K11Rik|Wdr16"
"1274","9130017N09Rik"
"1275","9130019O22Rik"
"1276","9130019O22Rik|AC133494.2"
"1277","9130019P16Rik"
"1278","9130019P16Rik|Prr15"
"1279","9130019P16Rik|Wipf3"
"1280","9130023H24Rik"
"1281","9130221D24Rik"
"1282","9130230L23Rik"
"1283","9130401M01Rik"
"1284","9130404D08Rik"
"1285","9130404H23Rik"
"1286","9130409I23Rik"
"1287","9230009I02Rik"
"1288","9230019H11Rik"
"1289","9230020A06Rik"
"1290","9230104L09Rik"
"1291","9230105E10Rik"
"1292","9230107M04Rik"
"1293","9230109A22Rik"
"1294","9230110C19Rik"
"1295","9230110F15Rik"
"1296","9230110K08Rik"
"1297","9230112D13Rik"
"1298","9230112E08Rik"
"1299","9230112E08Rik|Col20a1"
"1300","9230115E21Rik"
"1301","9330101J02Rik"
"1302","9330120H11Rik"
"1303","9330129D05Rik"
"1304","9330133O14Rik"
"1305","9330158H04Rik"
"1306","9330161L09Rik"
"1307","9330171B17Rik"
"1308","9330175E14Rik"
"1309","9330176C04Rik"
"1310","9330182L06Rik"
"1311","9430002A10Rik"
"1312","9430015G10Rik"
"1313","9430016H08Rik"
"1314","9430020K01Rik"
"1315","9430021M05Rik"
"1316","9430023L20Rik"
"1317","9430025M13Rik"
"1318","9430031J16Rik"
"1319","9430038I01Rik"
"1320","9430060I03Rik"
"1321","9430070O13Rik"
"1322","9430070O13Rik|AC161221.1"
"1323","9430077A04Rik"
"1324","9430097D07Rik"
"1325","9530002B09Rik"
"1326","9530002K18Rik"
"1327","9530008L14Rik"
"1328","9530020O07Rik"
"1329","9530068E07Rik"
"1330","9530077C05Rik"
"1331","9530077C05Rik|rp9"
"1332","9530080O11Rik"
"1333","9530080O11Rik|Hook1"
"1334","9630013D21Rik"
"1335","9630025I21Rik"
"1336","9630028B13Rik"
"1337","9630033F20Rik"
"1338","9830001H06Rik"
"1339","9830107B12Rik"
"1340","9830107B12Rik|A530064D06Rik"
"1341","9930012K11Rik"
"1342","9930013L23Rik"
"1343","9930013L23Rik|AC154141.1"
"1344","9930014A18Rik"
"1345","9930021J03Rik"
"1346","9930022D16Rik"
"1347","9930023K05Rik"
"1348","9930032O22Rik"
"1349","9930038B18Rik"
"1350","9930104L06Rik"
"1351","a"
"1352","A030009H04Rik"
"1353","A130010J15Rik"
"1354","A130010J15Rik|Traf3ip3"
"1355","A130022J15Rik"
"1356","A130050O07Rik"
"1357","A130095M15Rik"
"1358","A1bg"
"1359","A1cf"
"1360","A230046K03Rik"
"1361","A230050P20Rik"
"1362","A230051G13Rik"
"1363","A230051N06Rik"
"1364","A230052G05Rik"
"1365","A230072I06Rik"
"1366","A230083G16Rik"
"1367","A230083H22Rik"
"1368","A2bp1"
"1369","A2ld1"
"1370","A2ld1|4930594M22Rik"
"1371","A2m"
"1372","A330008L17Rik"
"1373","A330017A19Rik"
"1374","A330021E22Rik"
"1375","A330049M08Rik"
"1376","A330084C13Rik"
"1377","A3galt2"
"1378","A430005L14Rik"
"1379","A430033K04Rik"
"1380","A430060F13Rik"
"1381","A430078G23Rik"
"1382","A430084P05Rik"
"1383","A430089I19Rik"
"1384","A430093F15Rik"
"1385","A430105I19Rik"
"1386","A430107O13Rik"
"1387","A430107P09Rik"
"1388","A430110L20Rik"
"1389","A430110N23Rik"
"1390","A4galt"
"1391","A4gnt"
"1392","A530006G24Rik"
"1393","A530013C23Rik"
"1394","A530016L24Rik"
"1395","A530017D24Rik"
"1396","A530021J07Rik"
"1397","A530023O14Rik"
"1398","A530032D15Rik"
"1399","A530040E14Rik"
"1400","A530053G22Rik"
"1401","A530054K11Rik"
"1402","A530082C11Rik"
"1403","A530082C11Rik|AL627405.2"
"1404","A530082C11Rik|B930041F14Rik"
"1405","A530082C11Rik|Cdc2l1"
"1406","A530082C11Rik|Mib2"
"1407","A530082C11Rik|Mmp23"
"1408","A530082C11Rik|Ssu72"
"1409","A530088E08Rik"
"1410","A530098C11Rik"
"1411","A530099J19Rik"
"1412","A630001G21Rik"
"1413","A630001O12Rik"
"1414","A630007B06Rik"
"1415","A630010A05Rik"
"1416","A630012P03Rik"
"1417","A630023P12Rik"
"1418","A630033E08Rik"
"1419","A630033H20Rik"
"1420","A630055G03Rik"
"1421","A630089N07Rik"
"1422","A630091E08Rik"
"1423","A630095E13Rik"
"1424","A630098A13Rik"
"1425","A730011L01Rik"
"1426","A730013G03Rik"
"1427","A730017C20Rik"
"1428","A730018C14Rik"
"1429","A730020M07Rik"
"1430","A730036I17Rik"
"1431","A730037C10Rik"
"1432","A730045E13Rik"
"1433","A730061H03Rik"
"1434","A730069N07Rik"
"1435","A730076H11Rik"
"1436","A730085E03Rik"
"1437","A730089K16Rik"
"1438","A830018L16Rik"
"1439","A830018L16Rik|AC102654.1"
"1440","A830019P07Rik"
"1441","A830031A19Rik"
"1442","A830039N20Rik"
"1443","A830080D01Rik"
"1444","A830092H15Rik"
"1445","A830093I24Rik"
"1446","A930001N09Rik"
"1447","A930002H24Rik"
"1448","A930002I21Rik"
"1449","A930003A15Rik"
"1450","A930004D18Rik"
"1451","A930005H10Rik"
"1452","A930005I04Rik"
"1453","A930012O16Rik"
"1454","A930012O16Rik|Gpd2"
"1455","A930013B10Rik"
"1456","A930018P22Rik"
"1457","A930024E05Rik"
"1458","A930038C07Rik"
"1459","A930104D05Rik"
"1460","AA066038"
"1461","AA386476"
"1462","AA388235"
"1463","AA408296"
"1464","AA415398"
"1465","AA467197"
"1466","AA474408"
"1467","AA792892"
"1468","AA881470"
"1469","AA960436"
"1470","AA986860"
"1471","AA987161"
"1472","Aaas"
"1473","Aacs"
"1474","Aadac"
"1475","Aadacl3"
"1476","Aadacl4"
"1477","Aadat"
"1478","Aagab"
"1479","Aak1"
"1480","a|AL805955.1"
"1481","Aamp"
"1482","Aanat"
"1483","Aard"
"1484","Aars"
"1485","Aars2"
"1486","Aarsd1"
"1487","Aars|Exosc6"
"1488","Aasdh"
"1489","Aasdhppt"
"1490","Aass"
"1491","Aatf"
"1492","Aatk"
"1493","AB041550"
"1494","AB041803"
"1495","AB041806"
"1496","AB056442"
"1497","AB124611"
"1498","Abat"
"1499","Abat|AC115005.2"
"1500","Abca1"
"1501","Abca12"
"1502","Abca13"
"1503","Abca14"
"1504","Abca15"
"1505","Abca16"
"1506","Abca17"
"1507","Abca2"
"1508","Abca3"
"1509","Abca3|D330041H03Rik"
"1510","Abca4"
"1511","Abca5"
"1512","Abca6"
"1513","Abca8a"
"1514","Abca8b"
"1515","Abca9"
"1516","Abcb10"
"1517","Abcb11"
"1518","Abcb1a"
"1519","Abcb1b"
"1520","Abcb4"
"1521","Abcb5"
"1522","Abcb6"
"1523","Abcb7"
"1524","Abcb8"
"1525","Abcb9"
"1526","Abcc1"
"1527","Abcc10"
"1528","Abcc12"
"1529","Abcc2"
"1530","Abcc3"
"1531","Abcc4"
"1532","Abcc5"
"1533","Abcc6"
"1534","Abcc8"
"1535","Abcc9"
"1536","Abcc9|5330439B14Rik"
"1537","Abcd1"
"1538","Abcd2"
"1539","Abcd3"
"1540","Abcd4"
"1541","Abce1"
"1542","Abcf1"
"1543","Abcf2"
"1544","Abcf3"
"1545","Abcg1"
"1546","Abcg2"
"1547","Abcg3"
"1548","Abcg4"
"1549","Abcg5"
"1550","Abcg8"
"1551","Abcg8|AC165360.1"
"1552","Abhd1"
"1553","Abhd10"
"1554","Abhd11"
"1555","Abhd12"
"1556","Abhd13"
"1557","Abhd14a"
"1558","Abhd14b"
"1559","Abhd15|AL591136.2"
"1560","Abhd1|Preb"
"1561","Abhd2"
"1562","Abhd3"
"1563","Abhd4"
"1564","Abhd5"
"1565","Abhd6"
"1566","Abhd8"
"1567","Abi1"
"1568","Abi2"
"1569","Abi3"
"1570","Abi3bp"
"1571","Abi3|Gngt2"
"1572","Abl1"
"1573","Abl2"
"1574","Ablim1"
"1575","Ablim2"
"1576","Ablim3"
"1577","Abo"
"1578","Abp1"
"1579","Abpa"
"1580","Abpb"
"1581","Abpd"
"1582","Abpe"
"1583","Abpg"
"1584","Abpz"
"1585","Abr"
"1586","Abra"
"1587","Abr|RP23-210L24.3"
"1588","Abt1"
"1589","Abtb1"
"1590","Abtb2"
"1591","AC012382.1"
"1592","AC013548.2"
"1593","AC013548.3"
"1594","AC015583.3"
"1595","AC015583.4"
"1596","AC015583.5"
"1597","AC015800.2"
"1598","AC015800.2|Tspan32"
"1599","AC015800.4"
"1600","AC016791.1"
"1601","AC016814.1"
"1602","AC020967.1"
"1603","AC020968.1"
"1604","AC021631.1"
"1605","AC022298.1"
"1606","AC022298.2"
"1607","AC025622.2"
"1608","AC025669.1"
"1609","AC025913.2"
"1610","AC026231.1"
"1611","AC026478.1"
"1612","AC026949.1"
"1613","AC026949.2"
"1614","AC027184.2"
"1615","AC027184.4"
"1616","AC027298.1"
"1617","AC034099.1"
"1618","AC034116.1"
"1619","AC034255.1"
"1620","AC034285.2"
"1621","AC046145.1"
"1622","AC048362.1"
"1623","AC051638.1"
"1624","AC055766.3"
"1625","AC055772.1"
"1626","AC055777.1"
"1627","AC055818.1"
"1628","AC068006.2"
"1629","AC068609.1"
"1630","AC068663.1"
"1631","AC068808.1"
"1632","AC068808.2"
"1633","AC068808.3"
"1634","AC068808.4"
"1635","AC068905.1"
"1636","AC069559.2"
"1637","AC073553.1"
"1638","AC073553.10"
"1639","AC073553.11"
"1640","AC073553.12"
"1641","AC073553.13"
"1642","AC073553.14"
"1643","AC073553.15"
"1644","AC073553.16"
"1645","AC073553.17"
"1646","AC073553.2"
"1647","AC073553.3"
"1648","AC073553.4"
"1649","AC073553.5"
"1650","AC073553.6"
"1651","AC073553.7"
"1652","AC073553.8"
"1653","AC073553.9"
"1654","AC073599.2"
"1655","AC073939.1"
"1656","AC073939.2"
"1657","AC073939.3"
"1658","AC073939.4"
"1659","AC073939.5"
"1660","AC073946.2"
"1661","AC074229.1"
"1662","AC074329.1"
"1663","AC074329.2"
"1664","AC074329.3"
"1665","AC074329.4"
"1666","AC074329.5"
"1667","AC074329.6"
"1668","AC076974.1"
"1669","AC078896.1"
"1670","AC079042.1"
"1671","AC079042.3"
"1672","AC079181.2"
"1673","AC079181.7"
"1674","AC079216.1"
"1675","AC079216.2"
"1676","AC079245.2"
"1677","AC079443.1"
"1678","AC079443.1|AC079443.2"
"1679","AC079644.1"
"1680","AC079644.2"
"1681","AC079644.3"
"1682","AC079644.4"
"1683","AC079644.5"
"1684","AC079644.6"
"1685","AC079831.1"
"1686","AC080018.2"
"1687","AC083816.1"
"1688","AC083892.1"
"1689","AC084054.1"
"1690","AC084054.2"
"1691","AC084071.1"
"1692","AC084073.1"
"1693","AC084109.1"
"1694","AC084109.3"
"1695","AC084322.1"
"1696","AC084383.2"
"1697","AC084821.2"
"1698","AC087062.2"
"1699","AC087062.5"
"1700","AC087062.6"
"1701","AC087117.1"
"1702","AC087117.6"
"1703","AC087117.6|Hspa1b"
"1704","AC087166.1"
"1705","AC087166.2"
"1706","AC087166.3"
"1707","AC087166.4"
"1708","AC087183.3"
"1709","AC087183.4"
"1710","AC087183.5"
"1711","AC087233.1"
"1712","AC087336.2"
"1713","AC087336.3"
"1714","AC087336.4"
"1715","AC087541.2"
"1716","AC087541.3"
"1717","AC087541.6"
"1718","AC087780.1"
"1719","AC087781.1"
"1720","AC087801.1"
"1721","AC087801.2"
"1722","AC087801.7"
"1723","AC087900.1"
"1724","AC087902.1"
"1725","AC087903.1"
"1726","AC090123.1"
"1727","AC090496.1"
"1728","AC090563.2"
"1729","AC090647.2"
"1730","AC090648.1"
"1731","AC091106.1"
"1732","AC091106.3"
"1733","AC091106.4"
"1734","AC091106.5"
"1735","AC091260.2"
"1736","AC091263.1"
"1737","AC091274.1"
"1738","AC091333.1"
"1739","AC091333.2"
"1740","AC091521.2"
"1741","AC091523.1"
"1742","AC091531.1"
"1743","AC091681.1"
"1744","AC091683.1"
"1745","AC092095.1"
"1746","AC092404.2"
"1747","AC092479.1"
"1748","AC092752.1"
"1749","AC092855.1"
"1750","AC092855.1|BC028528"
"1751","AC092855.1|Gm129"
"1752","AC092855.2"
"1753","AC093043.1"
"1754","AC093317.3"
"1755","AC093339.1"
"1756","AC093341.1"
"1757","AC093350.3"
"1758","AC093356.1"
"1759","AC093356.2"
"1760","AC093356.3"
"1761","AC093356.4"
"1762","AC093356.5"
"1763","AC093359.1"
"1764","AC093451.1"
"1765","AC093925.1"
"1766","AC096628.2"
"1767","AC096784.1"
"1768","AC096784.2"
"1769","AC097273.1"
"1770","AC097273.2"
"1771","AC097273.3"
"1772","AC098707.1"
"1773","AC098714.1"
"1774","AC098719.1"
"1775","AC098722.1"
"1776","AC098733.1"
"1777","AC098838.1"
"1778","AC098849.1"
"1779","AC098875.1"
"1780","AC098875.2"
"1781","AC098876.1"
"1782","AC098876.2"
"1783","AC098876.3"
"1784","AC098876.4"
"1785","AC098876.5"
"1786","AC098880.1"
"1787","AC098881.2"
"1788","AC098881.3"
"1789","AC098884.1"
"1790","AC099572.1"
"1791","AC099576.1"
"1792","AC099590.1"
"1793","AC099599.1"
"1794","AC099599.2"
"1795","AC099599.3"
"1796","AC099601.1"
"1797","AC099609.1"
"1798","AC099621.1"
"1799","AC099621.2"
"1800","AC099627.1"
"1801","AC099637.1"
"1802","AC099640.1"
"1803","AC099695.1"
"1804","AC099695.2"
"1805","AC099701.1"
"1806","AC099701.2"
"1807","AC099702.1"
"1808","AC099715.2"
"1809","AC099715.2|4921510H08Rik"
"1810","AC099930.1"
"1811","AC099930.2"
"1812","AC099934.2"
"1813","AC100149.2"
"1814","AC100180.1"
"1815","AC100180.2"
"1816","AC100212.2"
"1817","AC100382.1"
"1818","AC100386.1"
"1819","AC100386.2"
"1820","AC100541.1"
"1821","AC100561.1"
"1822","AC100600.1"
"1823","AC100730.1"
"1824","AC100733.3"
"1825","AC100735.1"
"1826","AC100751.1"
"1827","AC100927.2"
"1828","AC101004.1"
"1829","AC101299.1"
"1830","AC101299.2"
"1831","AC101299.3"
"1832","AC101659.2"
"1833","AC101660.1"
"1834","AC101685.1"
"1835","AC101690.1"
"1836","AC101702.1"
"1837","AC101719.1"
"1838","AC101743.1"
"1839","AC101743.2"
"1840","AC101743.3"
"1841","AC101743.4"
"1842","AC101743.5"
"1843","AC101743.6"
"1844","AC101752.1"
"1845","AC101777.1"
"1846","AC101790.1"
"1847","AC101807.1"
"1848","AC101812.1"
"1849","AC101827.1"
"1850","AC101915.1"
"1851","AC101915.2"
"1852","AC101941.1"
"1853","AC101941.2"
"1854","AC101941.3"
"1855","AC101941.5"
"1856","AC101970.1"
"1857","AC101973.1"
"1858","AC101973.2"
"1859","AC102004.1"
"1860","AC102009.2"
"1861","AC102064.1"
"1862","AC102077.1"
"1863","AC102103.1"
"1864","AC102103.2"
"1865","AC102110.3"
"1866","AC102114.1"
"1867","AC102115.1"
"1868","AC102121.3"
"1869","AC102129.1"
"1870","AC102129.1|Gabra5"
"1871","AC102156.1"
"1872","AC102176.1"
"1873","AC102195.1"
"1874","AC102205.1"
"1875","AC102227.1"
"1876","AC102249.1"
"1877","AC102262.1"
"1878","AC102287.1"
"1879","AC102313.1"
"1880","AC102352.1"
"1881","AC102361.2"
"1882","AC102363.1"
"1883","AC102365.1"
"1884","AC102373.1"
"1885","AC102376.2"
"1886","AC102377.1"
"1887","AC102435.1"
"1888","AC102440.1"
"1889","AC102457.1"
"1890","AC102463.1"
"1891","AC102463.2"
"1892","AC102477.1"
"1893","AC102483.1"
"1894","AC102483.3"
"1895","AC102488.1"
"1896","AC102494.1"
"1897","AC102509.1"
"1898","AC102509.2"
"1899","AC102528.1"
"1900","AC102535.1"
"1901","AC102535.2"
"1902","AC102553.1"
"1903","AC102561.1"
"1904","AC102561.2"
"1905","AC102561.3"
"1906","AC102562.1"
"1907","AC102570.1"
"1908","AC102570.3"
"1909","AC102572.1"
"1910","AC102575.1"
"1911","AC102575.2"
"1912","AC102609.4"
"1913","AC102618.2"
"1914","AC102626.1"
"1915","AC102628.1"
"1916","AC102689.2"
"1917","AC102689.3"
"1918","AC102735.1"
"1919","AC102739.1"
"1920","AC102749.2"
"1921","AC102761.1"
"1922","AC102792.1"
"1923","AC102815.1"
"1924","AC102815.2"
"1925","AC102860.1"
"1926","AC102862.2"
"1927","AC102874.1"
"1928","AC102874.2"
"1929","AC102902.1"
"1930","AC102902.2"
"1931","AC102902.3"
"1932","AC102906.1"
"1933","AC102906.2"
"1934","AC103380.1"
"1935","AC103388.1"
"1936","AC103405.1"
"1937","AC103579.1"
"1938","AC103620.1"
"1939","AC103620.1|3110035E14Rik"
"1940","AC103621.1"
"1941","AC103623.1"
"1942","AC103664.1"
"1943","AC104095.1"
"1944","AC104215.1"
"1945","AC104225.1"
"1946","AC104553.1"
"1947","AC104747.1"
"1948","AC104747.2"
"1949","AC104832.1"
"1950","AC104896.1"
"1951","AC104917.1"
"1952","AC104918.1"
"1953","AC104920.1"
"1954","AC104930.1"
"1955","AC105067.1"
"1956","AC105155.1"
"1957","AC105173.1"
"1958","AC105256.1"
"1959","AC105256.2"
"1960","AC105298.1"
"1961","AC105336.1"
"1962","AC105947.3"
"1963","AC105966.1"
"1964","AC105966.2"
"1965","AC105982.1"
"1966","AC106841.1"
"1967","AC107236.1"
"1968","AC107456.1"
"1969","AC107641.1"
"1970","AC107661.1"
"1971","AC107664.1"
"1972","AC107669.1"
"1973","AC107671.1"
"1974","AC107678.1"
"1975","AC107701.1"
"1976","AC107704.1"
"1977","AC107711.1"
"1978","AC107711.2"
"1979","AC107711.3"
"1980","AC107711.4"
"1981","AC107720.1"
"1982","AC107721.1"
"1983","AC107738.1"
"1984","AC107744.1"
"1985","AC107755.1"
"1986","AC107756.1"
"1987","AC107757.1"
"1988","AC107763.1"
"1989","AC107765.1"
"1990","AC107766.1"
"1991","AC107770.2"
"1992","AC107772.2"
"1993","AC107772.3"
"1994","AC107815.1"
"1995","AC107815.1|Bet1l"
"1996","AC107822.1"
"1997","AC107822.3"
"1998","AC107830.2"
"1999","AC107839.1"
"2000","AC107864.1"
"2001","AC107864.2"
"2002","AC107868.1"
"2003","AC108391.1"
"2004","AC108401.1"
"2005","AC108410.1"
"2006","AC108410.2"
"2007","AC108410.3"
"2008","AC108410.5"
"2009","AC108415.1"
"2010","AC108420.1"
"2011","AC108421.1"
"2012","AC108424.1"
"2013","AC108433.1"
"2014","AC108433.2"
"2015","AC108434.1"
"2016","AC108439.1"
"2017","AC108439.2"
"2018","AC108773.1"
"2019","AC108797.1"
"2020","AC108821.1"
"2021","AC108833.1"
"2022","AC108835.1"
"2023","AC108835.2"
"2024","AC108848.2"
"2025","AC108850.1"
"2026","AC108942.1"
"2027","AC108947.1"
"2028","AC109139.1"
"2029","AC109142.1"
"2030","AC109145.1"
"2031","AC109152.1"
"2032","AC109165.1"
"2033","AC109166.1"
"2034","AC109202.1"
"2035","AC109204.1"
"2036","AC109210.1"
"2037","AC109214.1"
"2038","AC109225.2"
"2039","AC109249.1"
"2040","AC109272.2"
"2041","AC109311.1"
"2042","AC109608.2"
"2043","AC110028.1"
"2044","AC110090.2"
"2045","AC110186.1"
"2046","AC110206.1"
"2047","AC110211.2"
"2048","AC110234.2"
"2049","AC110253.1"
"2050","AC110253.1|Amz1"
"2051","AC110377.1"
"2052","AC110382.1"
"2053","AC110496.4"
"2054","AC110499.1"
"2055","AC110508.1"
"2056","AC110509.2"
"2057","AC110521.1"
"2058","AC110527.1"
